UserID,Item1,Item2,bitClassification
5844,3008,1240,0
1393,3433,1904,0
1872,2430,548,0
6023,2320,307,1
5972,1630,641,1
694,641,2270,0
3028,2272,3154,1
1207,1253,2816,0
2041,1584,1095,0
2400,3532,2590,0
3989,2582,1594,0
2323,3346,1577,0
514,2520,1068,0
5975,2624,673,1
3982,114,1708,0
3927,885,731,0
2290,2241,1982,0
2071,1096,2998,1
2447,3595,1880,0
448,3299,50,1
1242,3574,1589,0
2507,473,3072,1
571,127,3020,1
5505,2531,1869,1
4137,1595,1094,0
5135,3301,2796,0
256,463,1253,1
935,1693,3581,1
4439,3652,1444,0
4102,3408,2379,0
1863,1639,838,1
4236,1230,2002,1
5893,2410,2518,0
2683,3367,1653,1
2544,1529,675,0
961,127,1338,1
2562,1271,1862,0
5389,102,1614,0
5838,2664,81,1
583,3037,3163,1
4368,1669,1707,1
5054,3675,3154,1
2248,2012,914,0
2339,3549,2233,1
1178,1095,2353,0
2518,284,1708,1
4026,302,3342,1
4833,2013,1053,0
3500,1146,2625,1
2455,1611,842,0
2624,199,1886,1
2427,1128,2661,0
1643,175,1661,1
4210,1617,1708,1
4734,2557,3240,0
1940,532,2453,0
5454,463,1190,1
1215,782,647,1
733,406,308,0
1673,3544,2433,0
5914,2039,2863,0
2037,1172,557,1
2152,3672,57,1
6036,199,367,0
681,565,652,0
4444,3207,241,1
4607,1994,3678,1
5834,2020,1577,0
5778,3238,337,0
3262,2083,507,1
2405,2566,3309,1
5411,2971,2408,1
3208,3145,2462,0
2348,1695,925,1
3044,192,366,1
3540,3104,838,1
5133,512,1833,1
2619,2595,453,1
446,366,1708,0
4719,1862,1307,1
2006,700,3635,1
3151,3005,3431,1
1016,1642,2681,1
5884,2524,1263,0
2137,1522,1117,1
3546,3402,2430,0
4298,1310,3605,0
5149,3040,2983,1
1276,3126,2285,0
3881,1536,2431,1
4085,2673,42,1
1302,3335,1784,1
2409,1003,73,0
3766,361,1546,0
801,2282,2524,0
2458,2282,678,0
4629,1907,3598,1
3687,1218,2913,1
2984,2102,1706,0
2328,2459,3335,1
5169,1829,2752,0
481,948,383,1
2307,964,1631,1
1002,240,2530,0
3525,2400,2379,0
1253,641,2397,0
2075,313,2452,0
3520,884,269,0
3681,3435,400,0
3618,1357,821,0
5714,2324,828,0
2151,1931,2110,1
4919,1487,1011,1
4174,447,2697,0
3242,47,1253,1
5032,161,3666,1
1580,1828,3635,1
3111,406,2419,0
5350,2897,634,1
1129,3390,265,1
2147,1069,287,1
4855,1164,2019,0
415,909,1669,1
489,2774,2780,1
891,3373,1388,0
275,2899,986,0
1763,3532,1234,1
1829,734,1749,1
1257,2656,1872,0
3882,841,3695,0
137,2102,2419,1
17,3689,2812,0
4023,948,1953,1
1843,313,1642,1
643,2458,1117,0
5225,2983,1802,1
5106,1331,213,0
4622,1360,2901,0
5851,431,1041,1
2563,1290,3069,1
1850,337,1371,1
4517,3005,405,1
3544,919,2183,0
660,2211,3523,1
2966,1214,647,1
5765,3640,2931,1
289,3223,1338,1
2884,3595,1670,1
4094,3652,1053,0
2336,876,3635,1
5130,1723,2919,0
827,2996,1961,1
1622,602,587,1
3011,127,2582,1
2789,639,3023,1
1134,699,2560,0
351,569,2058,1
1851,3062,1095,1
2069,632,3079,0
5140,736,967,1
5739,2110,125,1
5653,2993,574,1
1641,1253,3146,0
1386,1766,479,0
3584,2491,476,0
5561,1075,406,1
5943,3117,76,1
5364,2445,2467,0
1338,3180,1019,1
4839,1522,1210,1
4028,2490,2718,0
3409,471,2440,0
2,3288,2453,1
4875,1856,580,0
5953,3124,3666,1
2039,2112,846,0
4736,1078,3112,1
1470,1892,3666,0
1518,1874,266,1
4640,2609,3062,1
671,2748,1310,1
5470,857,59,0
304,52,1601,0
396,261,3069,1
4760,726,1308,1
5269,3666,1190,1
981,2282,1996,1
4947,329,3618,1
560,3249,3567,0
1579,773,1037,1
3581,1900,1891,0
1301,1577,122,0
445,3086,3684,1
5747,3398,638,1
2774,3697,641,1
5488,222,3668,1
1232,1849,3476,1
2181,2386,1492,0
3586,2518,6,1
4793,1502,3062,0
4822,423,161,1
3698,1618,1768,1
2577,1350,2862,1
1390,263,2604,1
472,1557,3238,0
5768,2911,1172,0
1055,679,91,1
3919,25,3532,1
3178,3337,2407,1
4007,1661,1630,1
5013,1538,318,1
3386,773,1809,1
2742,320,2058,0
4421,249,60,1
3198,2400,1424,0
5613,2262,1910,0
2466,2141,918,1
3798,3666,948,0
5062,3392,3405,0
5196,15,2512,0
5799,2102,3238,0
354,614,340,1
5381,2407,2815,0
1404,1694,542,0
1330,1620,3239,0
2909,1241,354,0
5996,1402,3334,1
1776,2602,734,0
5000,840,1319,0
3816,358,2760,0
1791,1975,1654,1
2257,1332,3392,0
3983,3625,582,0
3136,1800,383,1
4942,1439,3576,1
5907,3217,3155,1
5170,926,3150,0
3990,405,3214,1
104,3267,2850,0
2446,3666,3249,0
2623,3671,2099,1
426,1099,1584,0
796,1642,3127,0
5532,3142,3398,1
2512,18,1524,1
3486,406,388,0
5115,1872,1670,0
808,3668,1639,1
4438,3669,127,1
4121,948,2643,1
1835,2432,948,1
118,2220,2047,0
3342,1002,838,1
2802,319,448,0
3634,1546,736,1
586,2534,1642,1
6019,1037,1034,0
2109,925,2987,0
3974,1535,1729,1
1040,776,557,1
3063,1112,2080,0
2480,3687,6,1
1933,1931,540,1
353,2246,606,1
2525,1062,2830,0
2638,2318,2407,1
3361,1439,129,1
2093,1078,2772,1
1391,3476,1630,1
1825,1348,1553,1
52,538,833,0
2482,621,3373,1
1298,2777,767,1
1467,421,926,1
3942,1144,520,0
5161,2914,743,1
2814,3614,85,1
754,3407,2010,1
5297,3694,3522,0
2132,3018,2375,1
1354,2587,838,0
747,359,222,1
2724,1086,1657,0
5373,565,512,0
410,37,833,0
2981,3091,2257,0
1537,152,2815,1
1201,299,1341,0
4186,775,222,0
661,3418,218,1
3484,313,1304,1
3677,1596,1661,1
4878,1831,1486,1
2095,2909,533,0
648,3541,2889,0
1154,2814,814,1
5563,3090,334,0
2628,3023,1603,1
4379,1224,1323,1
2417,261,2570,1
739,3689,50,0
3282,2936,3652,1
267,2379,1486,0
2255,1900,669,0
2861,1611,391,0
5316,261,2934,0
665,2660,1953,1
1674,538,2919,0
5686,2993,1876,0
5784,249,2830,1
1533,3018,3178,1
698,602,405,1
813,2167,3381,1
1619,2682,3523,1
3997,2577,220,0
1646,3346,1695,1
551,1584,2959,1
5553,2075,2353,1
142,2353,1883,1
2825,1176,428,1
4179,1151,1553,1
3878,297,2121,1
4252,538,8,0
230,1876,2380,1
5203,2806,1338,1
793,639,2448,0
877,3346,565,1
2515,2936,874,0
3805,601,698,0
3457,558,29,1
3968,3119,3687,1
2866,2458,1883,1
4263,2445,1784,0
5565,3231,2384,1
33,299,1310,0
2292,634,3130,0
5924,1986,2907,0
1408,2592,3214,0
3013,1900,1693,0
5673,3523,1524,1
5093,1759,782,0
1557,241,60,0
4647,3523,3209,0
147,538,1884,0
1650,3321,29,0
4486,2411,1037,1
2010,924,3118,1
3022,840,2333,0
246,2812,2088,1
2924,1934,1344,1
93,1268,3224,1
4729,1397,2246,1
522,2246,2333,0
2416,2681,299,0
3142,3062,279,0
1454,405,433,0
1022,1439,676,0
4318,42,3223,1
220,859,2261,1
2060,931,1743,1
3759,1629,3675,0
467,1381,49,1
2729,170,3144,0
1977,28,675,1
2998,3554,2656,0
5865,1099,3137,0
3034,734,1113,0
4461,2673,698,1
546,3618,3084,0
791,647,2462,1
1884,2422,3106,0
4542,1,1996,1
480,2935,1006,0
4868,3301,313,1
1185,2043,2102,1
4561,678,1,1
861,803,1914,1
2509,3604,3423,1
4462,1642,795,0
5412,580,3299,0
5435,299,2380,0
1167,4,1807,1
2777,3150,2333,0
2494,585,1387,0
3273,195,625,1
4062,3476,3187,0
770,161,2218,1
1326,2842,1071,1
189,3528,3198,0
1443,1361,3145,1
2618,1167,3587,1
688,307,3274,0
3833,2865,3263,1
3072,3165,1183,1
547,3224,2824,0
3637,707,313,1
3370,1221,90,0
263,1733,2333,1
339,3344,1183,1
2045,3163,2908,0
1340,2697,2643,0
4951,2744,3427,1
203,3564,1040,1
4078,1,564,0
1437,2493,2382,0
5401,2135,3575,1
5832,3373,155,0
2249,645,2090,0
3113,135,531,1
3189,1965,3062,1
3740,721,405,1
4010,1099,3159,0
4501,733,2470,0
3315,2631,2846,1
550,2934,782,1
2529,2422,3621,0
1553,1594,233,0
920,1642,401,0
2938,2953,1886,0
5409,2491,2628,0
4141,406,745,1
5294,281,706,0
3420,1784,1253,0
1826,1095,1132,0
2699,1723,405,1
3799,3224,2272,0
4707,1831,2696,1
1937,1040,1394,1
1049,2102,1348,1
2759,2431,3246,0
3476,3392,2401,1
3440,2977,1748,1
3078,647,1095,1
4710,3652,1436,1
1255,1253,299,1
792,2621,530,1
393,2357,3174,1
1678,2491,699,0
757,2211,25,1
4194,575,1632,0
2271,535,307,0
5117,218,2524,1
4794,213,1742,0
1046,299,3154,0
2049,85,814,1
2473,3335,2524,1
4787,838,2810,1
3744,2444,400,1
1614,1972,1692,0
4570,3545,406,1
561,2329,3681,1
1314,115,3652,1
1283,647,2149,0
3827,684,2445,0
3945,408,405,1
5754,1621,494,0
2244,877,406,1
5290,1518,1131,1
1570,3091,3197,0
3567,2507,1253,1
302,50,3390,1
2144,1253,1683,1
966,1066,3631,1
1349,3003,1759,1
5957,3069,241,1
2403,2013,2895,0
3648,72,1307,1
2747,247,331,1
3168,254,1396,0
2281,2993,1253,0
3782,2815,2956,0
4766,1285,11,0
2713,1331,369,0
5804,3180,1565,1
2667,318,473,1
1747,436,2717,0
878,1900,2740,0
5710,3494,3299,0
3582,279,1698,0
231,1095,1784,0
1029,3476,3145,1
3580,2256,2730,1
3564,1584,1338,1
2108,1694,1707,1
3761,3652,1071,0
3160,1244,2984,1
3416,2010,1503,0
1246,1650,2892,1
3363,2028,2447,0
762,1400,195,1
1114,200,896,1
968,1015,2392,1
2133,1006,2455,0
4044,773,1183,0
636,3089,2386,1
2324,3705,122,1
4638,247,1524,0
2756,49,3408,0
5445,241,81,0
1428,3015,3523,1
849,588,2493,0
1370,3172,2744,1
2901,641,3346,0
5189,843,3195,1
1135,3354,308,0
2406,895,2282,1
3489,1828,1993,0
3600,1557,287,1
3239,736,1810,0
2780,127,1190,1
2471,2475,2876,0
2688,1252,1175,1
5658,3018,199,1
1202,575,2797,0
3441,884,694,0
2013,1698,891,0
4898,1373,3604,1
2595,2326,1879,0
2020,3317,1556,1
5328,1318,2483,0
2452,2560,779,0
4852,1972,361,1
1486,1835,463,1
5213,1360,1337,0
3617,2257,1869,1
5723,14,1200,1
4314,1772,432,0
832,1502,168,0
4946,305,977,0
4043,1062,2154,0
2304,723,3605,1
1745,406,1238,0
2439,196,1659,1
3372,406,3694,0
4933,1528,2357,0
883,2772,25,1
5973,226,884,1
5560,2672,204,1
5880,21,108,0
180,1662,3137,0
3137,1924,535,0
3220,2433,3062,1
1403,587,359,0
5570,1330,2985,1
5021,1849,2901,0
1076,3367,447,1
2112,2099,2824,0
250,281,3676,0
345,2304,1424,1
2579,3461,2453,0
5475,1083,780,1
122,2246,2167,0
2573,366,1910,0
4603,1953,3666,1
2337,1502,3228,0
3883,3297,2450,1
3649,1777,1278,0
5999,2794,1203,1
4204,1522,2445,1
3686,2110,2718,1
5374,557,1993,1
2083,1283,1492,1
6027,2134,1693,1
2252,425,21,1
1412,3062,2793,1
787,308,2491,0
3403,2013,1338,0
4329,1810,405,1
280,3432,2940,1
5045,320,1476,0
3389,3334,3267,1
2589,449,648,1
4720,361,775,1
5654,3685,3093,1
1965,1136,405,1
5080,2425,71,0
5939,3393,1167,0
4882,2901,87,1
4695,1503,1784,0
3602,1972,2249,1
3281,1896,3681,0
4845,2862,2401,1
3300,935,838,1
934,1630,161,1
5267,2688,2211,0
5770,1328,1173,1
4837,3533,1162,1
4353,2396,2741,1
3994,2357,222,0
3182,324,2453,1
115,3533,602,0
1102,3075,697,0
790,3118,1107,0
2903,2927,557,1
4254,645,3333,0
2829,408,1094,0
5805,3392,199,0
5029,32,2564,1
487,772,3235,1
912,2192,2298,0
266,2043,287,1
674,2401,654,0
486,3128,3571,0
4095,1677,2517,0
3493,423,2908,0
1321,2524,369,1
2710,313,226,1
3210,2282,656,0
5321,2256,3433,1
3578,2862,3098,0
479,135,3405,0
3904,3035,1618,0
2682,3370,1784,0
2091,2175,296,0
3421,2457,2333,1
886,2744,408,0
4361,1053,1319,1
2992,3587,2141,1
4914,3334,2803,0
4518,499,899,0
1427,1879,25,1
2371,3314,2815,1
3490,3329,405,0
4895,2524,379,1
2499,3664,641,1
992,2211,3142,0
1676,3349,3407,0
1773,532,2762,1
2840,976,1833,0
3791,433,2868,1
497,2386,1037,0
6017,2899,814,1
554,2344,435,1
2392,1642,1350,0
2407,2058,3528,1
1278,2633,1419,1
1248,3284,3263,1
3815,931,2889,1
5138,3700,102,1
4686,2458,863,0
5457,405,1175,1
3562,2744,307,1
3558,634,3687,1
2862,1392,1653,0
2769,3605,1589,0
4373,2394,404,0
431,2263,1555,0
4414,3571,3398,1
401,3003,3268,0
5622,3492,37,1
558,18,160,0
4478,281,277,0
5250,688,3062,1
2474,3106,2751,1
4891,2135,1380,1
300,676,1926,1
245,1002,119,1
3745,3174,814,1
2353,862,2029,1
443,1394,3155,0
2902,710,3159,0
2746,3240,2174,0
3097,1886,1630,1
5273,352,249,0
5067,3555,1019,1
617,2374,1502,0
5678,2832,2830,0
1649,1698,857,0
5966,286,876,1
5646,1566,3289,1
1860,943,8,1
4427,1371,270,0
2946,2888,3240,0
515,734,3006,1
932,3523,2643,0
5694,1900,1608,0
124,1071,274,1
5759,1252,2491,0
4771,1760,3631,1
1479,751,56,0
3134,2794,727,1
4861,405,2268,0
1960,2959,406,1
4448,645,1758,1
805,2901,349,1
1577,127,2101,1
3917,2611,305,1
5762,1536,3490,0
744,1611,517,0
3573,1011,2164,0
3620,1068,3436,0
1895,874,582,0
6038,3522,1975,0
174,3523,349,0
3535,3091,918,0
4625,3604,2570,1
5264,1772,3007,1
81,3064,3575,1
3009,358,3035,0
4416,644,213,0
5500,3066,1253,1
1712,1438,120,0
2414,3635,4,0
3132,697,3036,1
5773,2646,278,1
4276,1732,37,1
5883,2783,183,0
1069,2187,1187,0
1468,231,290,1
3429,3634,557,1
662,3365,57,0
3623,3353,2682,0
3217,901,1254,0
1426,980,3645,0
2817,2704,1835,0
1039,3335,2898,0
2205,2578,2740,0
761,773,1,1
1583,320,3009,1
6014,240,988,0
3519,189,3112,1
3498,397,3337,0
1104,2625,1352,1
2694,2312,1595,1
5059,477,1953,1
4815,772,1743,1
5437,3614,2803,1
2179,698,3032,1
2117,277,542,1
3088,2182,278,0
15,2,1339,1
5066,2495,507,0
1608,2830,433,1
4434,2681,2530,0
5504,2016,761,1
1973,2883,1907,1
4009,2393,370,1
3437,2707,840,1
693,2291,2614,1
47,449,3150,0
1677,3449,2335,1
2858,1729,3028,0
3857,325,3489,0
1708,2582,281,0
227,1342,2861,1
2364,1653,967,1
3375,2971,859,1
1762,339,1872,1
4943,3041,164,0
3277,2458,1308,0
946,1910,102,0
382,1506,2524,1
4380,3497,2830,1
537,1376,405,1
1827,1075,1629,1
2586,629,299,1
2092,377,3701,0
3696,3687,3113,1
3381,2765,406,1
3394,3246,1130,0
3670,1272,775,1
2033,1688,1832,1
3664,1331,1810,0
5073,1775,1175,1
4202,2455,2192,0
3739,1690,2335,0
2796,2049,3207,1
1609,733,772,0
4700,2524,1595,1
1261,2263,3249,0
4086,736,3238,1
43,2138,1889,1
799,479,2390,1
4922,343,2936,1
3431,353,287,1
3153,40,1729,0
3446,2890,2273,1
1918,3430,1934,0
2874,1739,2962,0
5252,924,2946,1
5846,3668,3349,0
4849,1690,2005,0
4597,213,1794,0
5891,2518,287,1
3128,2669,1162,1
1938,3523,2006,0
3762,1253,491,0
5036,193,3072,1
2945,1614,1712,0
5580,1344,2446,0
3101,2246,1068,1
4103,3500,2320,0
6030,1448,3461,1
704,1900,85,0
1901,178,2636,0
128,538,1594,0
4336,3240,1153,0
5968,628,2257,0
5494,2375,3576,1
3329,2462,634,0
721,3118,323,0
205,2016,1914,0
4096,1956,1112,0
2022,2793,3365,1
5743,1026,1342,0
1132,1677,1994,1
4110,451,840,1
343,3477,241,1
1689,976,3605,0
2287,2381,473,0
2036,1234,1040,0
816,473,3079,0
4476,710,1848,0
2775,14,220,1
2951,3392,2012,0
3529,676,2009,1
2148,1481,1338,1
2116,85,1253,1
54,1760,738,1
3340,1502,3500,1
4287,3352,2246,0
2658,2587,2032,0
629,240,2640,0
66,3576,240,0
2776,109,290,1
5863,2936,3423,1
109,2789,1684,0
594,1965,405,0
4818,1253,2936,1
72,409,2458,0
5954,3365,2238,0
3688,779,959,1
3597,8,2409,1
1571,301,91,0
4512,2803,1229,0
4879,2878,3335,1
247,1594,724,0
690,3295,880,1
170,2638,3175,1
5349,602,653,0
179,2760,639,1
37,2401,1071,1
2419,3295,1281,1
1768,1304,1068,0
1487,1431,1091,1
2492,60,274,0
2367,1926,87,0
2608,2056,2372,0
192,2396,2407,1
3552,2712,986,1
1562,1752,759,0
810,161,1424,0
416,2025,988,1
3796,1335,1287,0
663,2798,3549,0
5726,299,531,0
5983,18,1886,1
1153,133,3197,0
5405,3573,1784,0
5587,406,299,0
1549,814,3061,0
3647,90,1618,1
4371,2032,1781,0
3499,1003,2113,0
2246,2010,1618,1
4050,195,664,0
4618,2498,2205,1
4645,1953,65,0
3984,894,1857,1
3102,1833,1037,0
4733,2682,2448,1
2398,2326,1907,1
1660,3587,1529,1
5299,466,2419,1
4388,2338,14,1
3501,287,2261,1
2762,1111,2815,1
980,3005,1759,0
5608,57,2590,1
4968,242,361,1
336,738,2324,1
2058,433,2013,0
2413,3234,1,1
1331,3139,1203,1
4054,1380,708,1
4196,1926,506,0
3991,1310,710,0
5839,2453,1685,0
3561,1914,3263,1
2472,2500,3154,0
713,1071,2920,0
178,3058,3016,1
1013,1380,3687,0
3609,126,2226,1
1781,2010,1529,1
5257,2568,1344,0
1910,638,424,0
32,1478,763,0
5997,2487,3145,1
3818,901,3062,1
2121,189,3234,1
1053,3409,3450,0
539,1181,1253,1
5171,575,1397,1
1564,2272,129,1
5685,2222,1319,0
4251,3418,1147,0
1798,1961,2484,1
516,3085,2241,0
4659,1930,3651,1
3400,2913,406,1
2565,428,2073,1
597,2015,1339,0
2541,1715,2165,1
5369,1264,2101,0
3619,408,2443,0
5388,980,3605,1
2661,995,2705,0
4385,2616,1312,1
4774,1872,2938,1
2434,2246,2261,0
4673,938,582,0
5172,1746,1910,1
2807,3118,2407,0
1004,2476,2855,1
4347,1400,412,1
2355,2453,2730,1
879,1348,3666,0
4619,1896,3618,1
1351,1707,3005,0
3454,1397,3263,0
5826,995,131,0
712,1332,2121,0
2442,290,2329,0
1088,3528,682,1
3146,319,2927,0
4504,220,3370,1
1419,1127,2333,1
2656,243,1730,0
4227,52,359,0
705,122,647,0
2115,223,405,1
3154,3273,2381,1
839,2763,2432,1
3378,2400,1360,1
5167,127,2744,0
4447,634,1254,0
2918,1759,1157,0
2218,2744,1669,0
2228,366,541,1
4177,1431,718,0
2081,463,1907,0
3808,3214,1371,1
3937,630,2013,1
6021,189,1061,0
4234,3314,1486,1
1962,1685,2380,0
5595,2659,2379,0
4363,3444,2744,1
5688,301,2409,1
4728,2425,421,0
3849,3128,1702,0
4513,888,2335,1
5751,65,1553,1
73,726,1002,0
501,939,2324,0
4091,1900,1253,1
5268,727,453,0
3965,2606,1529,1
313,1253,1632,0
2906,2380,305,1
4821,42,223,1
3831,512,1828,1
2543,127,1584,0
2610,2411,2382,0
1477,2497,1310,1
4905,2400,2203,0
2404,676,2205,0
5806,2563,1307,0
2090,3429,3391,0
5061,1579,2324,1
5249,1063,2423,1
3337,2102,800,0
3957,1642,1444,0
1680,3017,3023,1
2642,3595,2425,1
5177,1753,3585,0
702,3018,556,0
340,1611,1162,0
954,962,3394,0
3068,2734,127,0
305,3405,542,1
8,3317,3271,1
2513,3559,3566,0
4352,1993,1094,0
5903,178,2705,1
5216,3028,1037,0
397,3545,2985,1
732,2057,564,1
5256,644,2987,1
1395,361,2464,0
4081,1487,161,1
4916,109,3523,1
3021,3500,3667,0
477,2035,343,0
2904,2877,3457,0
784,1780,574,1
436,1155,3606,1
833,2602,809,0
4389,199,734,1
3418,3112,1900,1
1422,1173,1759,1
4017,1642,1076,1
780,2425,25,1
4828,1710,1026,1
2070,3335,1807,0
4453,241,1524,0
3685,915,3472,0
4396,1076,222,1
464,2386,2009,0
5372,1644,2476,1
5158,3670,2538,1
4684,836,2446,0
5921,1982,2102,0
2997,641,2411,1
1220,2837,3329,1
2600,2071,242,0
3830,2427,733,1
3631,313,1210,0
911,3224,838,0
4847,314,299,0
2448,3567,307,1
5004,3334,2282,1
5229,672,1617,1
3062,1806,338,1
5818,3198,938,0
2795,3584,1639,0
2974,2400,2050,0
2989,3547,745,0
4674,256,1707,1
222,2314,1342,1
269,1397,2016,0
3050,2843,3528,1
4880,127,1553,0
2207,2071,3353,1
581,2379,2605,1
429,2101,2107,1
2340,1701,3289,0
4084,853,806,1
3985,2563,2073,1
975,281,14,0
5126,2870,2682,1
398,1574,1281,1
1534,2592,412,1
491,2400,56,0
381,3666,3150,0
3166,222,3667,0
5508,1828,1611,0
492,3634,1293,1
848,840,512,1
5462,2431,3198,1
2538,1867,829,0
678,292,2935,1
3103,3408,2832,1
3935,962,1662,1
1524,782,3344,1
4692,1230,3686,0
7,1748,1621,1
2308,428,2401,1
4376,749,2248,1
1846,1007,511,1
4869,109,3280,1
5643,3486,359,0
3741,6,2868,1
5382,1773,3127,0
4201,1307,2099,1
4198,3304,3018,0
1984,2101,1693,1
3083,1601,1350,0
1317,1997,1769,1
5424,842,3064,1
1717,2863,963,0
3875,3200,3615,0
1924,1381,2425,1
2285,995,406,1
248,1320,847,1
1688,2102,1087,1
3257,352,2313,1
4402,2880,1828,0
196,920,2608,0
3603,1253,60,1
2032,736,1644,0
4544,3615,995,1
364,2295,1550,0
2937,2913,2697,1
184,3614,2356,0
4551,2524,880,0
4002,1394,1577,0
4872,1553,297,1
847,557,788,0
1186,1502,2868,1
3870,3145,2386,1
1951,222,538,0
6001,790,3154,1
4230,359,710,0
1093,223,2990,0
1916,14,1546,1
3115,127,848,0
3553,988,3216,1
2171,2386,1879,0
5447,1677,3349,0
873,829,2888,1
4243,2793,1171,0
5925,220,3346,1
4936,2710,814,0
4894,1112,3490,1
5916,1556,3671,1
5147,406,3689,0
2956,3687,3685,0
4153,1439,1461,0
3040,517,2830,1
2437,2708,3276,1
3067,840,838,0
3860,1140,2462,1
2982,2789,269,0
740,3537,1678,1
5344,2214,1357,1
39,633,1697,1
3692,3016,2430,1
4342,1907,1743,0
5175,1158,1,1
3853,1164,1436,0
947,1512,1068,1
309,1064,1993,1
4930,2660,3036,0
5772,1622,408,1
5429,856,1677,1
5989,1704,3166,0
668,339,2850,0
5301,1344,1057,0
4913,859,2238,0
1992,1071,3297,0
1152,2580,50,1
2238,85,60,1
4931,748,1071,0
1909,3224,863,0
4934,2270,557,1
3635,1189,1324,0
738,2106,686,1
2096,60,1849,0
3695,1436,2257,0
5707,3110,3301,0
461,575,2899,1
2378,2013,1238,0
5808,50,3370,1
3488,912,1507,0
4474,2626,320,1
1149,1982,249,1
2173,1705,2217,0
5303,161,3677,1
6004,359,3446,0
5317,350,2535,1
5738,198,471,1
2245,2282,1037,1
5820,3571,463,0
1449,1725,3069,1
5465,409,3510,0
4819,1909,1007,0
1733,358,3080,1
2689,1307,833,1
1459,679,3573,1
4987,1174,127,1
5802,1503,3163,1
908,811,2986,1
729,405,1264,0
3127,2707,1618,1
4288,1239,3634,0
2678,3557,2768,0
1124,3678,1568,0
3885,3522,562,1
999,301,1749,0
4907,1094,2110,1
2460,3003,876,1
4349,2987,538,1
4972,1003,2562,0
5978,467,2832,1
1917,1396,3263,1
4500,3429,3127,1
5143,1957,1529,1
763,2333,2705,1
5231,2862,3614,1
4781,1431,557,1
474,125,3704,0
3283,1078,2880,0
2615,408,3532,1
4796,199,2862,1
4193,3113,197,0
1356,406,538,1
4042,582,1662,1
4649,540,2445,1
5423,2047,1924,0
5731,510,244,0
3064,1728,1621,1
3478,528,1594,1
788,3062,583,1
5566,517,2793,1
2803,3211,564,0
909,343,3132,1
3260,2268,3582,0
1376,1886,305,1
4749,1743,301,1
1216,1611,1083,0
5230,1399,1595,0
350,2986,2983,0
2838,3118,2058,0
3659,2131,2507,0
600,685,2333,1
3712,2986,299,1
1227,127,449,0
2421,2248,397,0
418,1062,1621,0
4753,490,3532,1
1309,1712,1040,1
5885,583,2764,1
673,1508,2657,0
5683,1911,1534,1
36,1424,1693,0
5292,3402,3062,0
424,3003,2028,1
5877,533,274,1
766,1784,2013,1
1189,1220,839,1
4550,2431,2868,0
5795,3500,155,1
2222,1601,261,0
1502,781,3567,1
815,3287,3398,1
